Timestamp,Request,Result,StatusCode,IsSuccess,Duration
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/114,Executed,200,true,28
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/119,Executed,200,true,28
2020-08-06 23:04:36.031,GET http://127.0.0.1:8080/apps/108,Executed,200,true,46
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/102,Executed,200,true,45
2020-08-06 23:04:36.031,GET http://127.0.0.1:8080/apps/106,Executed,200,true,53
2020-08-06 23:04:36.031,GET http://127.0.0.1:8080/apps/101,Executed,200,true,53
2020-08-06 23:04:36.031,GET http://127.0.0.1:8080/apps/111,Executed,200,true,57
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/106,Executed,200,true,58
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/120,Executed,200,true,62
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/115,Executed,200,true,65
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/104,Executed,200,true,68
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/111,Executed,200,true,73
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/112,Executed,200,true,78
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/120,Executed,200,true,83
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/102,Executed,200,true,87
2020-08-06 23:04:36.031,GET http://127.0.0.1:8080/apps/105,Executed,200,true,88
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/116,Executed,200,true,91
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/106,Executed,200,true,87
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/108,Executed,200,true,93
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/105,Executed,200,true,87
2020-08-06 23:04:36.031,GET http://127.0.0.1:8080/apps/109,Executed,200,true,96
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/104,Executed,200,true,96
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/107,Executed,200,true,98
2020-08-06 23:04:36.031,GET http://127.0.0.1:8080/apps/110,Executed,200,true,100
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/116,Executed,200,true,99
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/113,Executed,200,true,100
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/102,Executed,200,true,95
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/117,Executed,200,true,103
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/106,Executed,200,true,97
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/106,Executed,200,true,99
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/108,Executed,200,true,108
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/107,Executed,200,true,110
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/114,Executed,200,true,110
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/113,Executed,200,true,110
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/107,Executed,200,true,115
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/113,Executed,200,true,118
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/115,Executed,200,true,120
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/102,Executed,200,true,122
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/115,Executed,200,true,120
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/117,Executed,200,true,113
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/116,Executed,200,true,124
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/111,Executed,200,true,124
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/104,Executed,200,true,126
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/119,Executed,200,true,126
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/109,Executed,200,true,127
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/104,Executed,200,true,128
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/105,Executed,200,true,133
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/110,Executed,200,true,129
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/111,Executed,200,true,134
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/112,Executed,200,true,133
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/116,Executed,200,true,136
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/117,Executed,200,true,136
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/113,Executed,200,true,136
2020-08-06 23:04:36.032,GET http://127.0.0.1:8080/apps/113,Executed,200,true,130
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/108,Executed,200,true,139
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/116,Executed,200,true,140
2020-08-06 23:04:36.033,GET http://127.0.0.1:8080/apps/119,Executed,200,true,142
